clube_id;clube;estado;lat;lon;cidade;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5
NACIONAL/sao_paulo;Nacional;sao_paulo;-23.5329;-46.6395;São Paulo;0.000950256575526468;1;1;0;0
PENAPOLENSE/sao_paulo;Penapolense;sao_paulo;-21.4148;-50.0769;Penápolis;0.000948372881603977;1;1;0;0
ITAPIRENSE/sao_paulo;Itapirense;sao_paulo;-22.4357;-46.8224;Itapira;0.0009453602657315169;1;1;0;0
INDEPENDENTE DE LIMEIRA/sao_paulo;Independente De Limeira;sao_paulo;-22.566;-47.397;Limeira;0.0009432701632682072;1;1;0;0
JI-PARANÁ/rondonia;Ji-Paraná;rondonia;-10.8777;-61.9322;Ji-Paraná;0.000942912606768345;0;0;1;1
GUARANI V. AIRES/rio_grande_do_sul;Guarani V. Aires;rio_grande_do_sul;-29.6103;-52.1906;Venâncio Aires;0.0009412850232531432;1;1;0;4
MURICI/alagoas;Murici;alagoas;-9.30682;-35.9428;Murici;0.0009386375818578988;0;2;2;2
REAL ARIQUEMES/rondonia;Real Ariquemes;rondonia;-9.90571;-63.0325;Ariquemes;0.0009380076554786519;0;0;1;1
GOYTACAZ/rio_de_janeiro;Goytacaz;rio_de_janeiro;-21.7622;-41.3181;Campos dos Goytacazes;0.0009353654101475111;1;1;0;0
DESPORTIVA FERROVIÁRIA/espirito_santo;Desportiva Ferroviária;espirito_santo;-20.3375;-40.3847;Cariacica;0.0009352862866238586;1;1;0;0
GOIÂNIA/goias;Goiânia;goias;-16.6864;-49.2643;Goiânia;0.0009332656893979444;1;1;0;0
TUPYNAMBÁS/minas_gerais;Tupynambás;minas_gerais;-21.7595;-43.3398;Juiz de Fora;0.000931477565580546;1;1;0;0
SÃO RAIMUNDO/para;São Raimundo;para;-2.43849;-54.6996;Santarém;0.0009309083911812965;0;0;3;3
SANTOS/amapa;Santos;amapa;0.034934;-51.0694;Macapá;0.0009303371429007293;0;0;3;3
CANAÃ/para;Canaã;para;-6.495;-49.8731;Canaã dos Carajás;0.0009266532689157831;0;0;3;3
INHUMAS/goias;Inhumas;goias;-16.3611;-49.5001;Inhumas;0.0009265448273933152;1;1;0;0
MAUÁ/sao_paulo;Mauá;sao_paulo;-23.6678;-46.4614;Mauá;0.0009264662437140566;1;1;0;0
SANTA CRUZ DE NATAL/rio_grande_do_norte;Santa Cruz De Natal;rio_grande_do_norte;-6.22475;-36.0193;Santa Cruz;0.0009240052019565488;0;2;2;2
GALVEZ/acre;Galvez;acre;-9.974;-67.8076;Rio Branco;0.0009189345623347853;0;0;1;1
VILLA NOVA/minas_gerais;Villa Nova;minas_gerais;-19.9758;-43.8509;Nova Lima;0.0009167479824945625;1;1;0;0
AZURIZ FUTEBOL/parana;Azuriz Futebol;parana;-26.2292;-52.6706;Pato Branco;0.0009164423606346051;1;1;0;4
JUVENTUS/sao_paulo;Juventus;sao_paulo;-23.5329;-46.6395;São Paulo;0.0009154268084457058;1;1;0;0
RIO CLARO/sao_paulo;Rio Claro;sao_paulo;-22.4114;-47.5614;Rio Claro;0.0009148388429386992;1;1;0;0
GAZIN PORTO VELHO/rondonia;Gazin Porto Velho;rondonia;-8.76077;-63.8999;Porto Velho;0.0009135194335924258;0;0;1;1
ÁGUIA/para;Águia;para;-5.38075;-49.1327;Marabá;0.0009123191248794096;0;0;3;3
PRIMAVERA/sao_paulo;Primavera;sao_paulo;-23.0816;-47.2101;Indaiatuba;0.0009098255933404348;1;1;0;0
ITABUNA/bahia;Itabuna;bahia;-14.7876;-39.2781;Itabuna;0.0009091985121529599;0;2;2;2
GOIATUBA/goias;Goiatuba;goias;-18.0105;-49.3658;Goiatuba;0.0009084835835799781;1;1;0;0
UNI SOUZA/rio_de_janeiro;Uni Souza;rio_de_janeiro;-22.8669;-43.3458;Rio de Janeiro;0.0009058781745621988;1;1;0;0
GONÇALENSE/rio_de_janeiro;Gonçalense;rio_de_janeiro;-22.5047;-43.1814;Petrópolis;0.0009032161849025271;1;1;0;0
AFOGADOS DA INGAZEIRA/pernambuco;Afogados Da Ingazeira;pernambuco;-7.74312;-37.631;Afogados da Ingazeira;0.0009018595327010476;0;2;2;2
DESPORTIVO BRASIL/sao_paulo;Desportivo Brasil;sao_paulo;-23.2093;-47.5251;Porto Feliz;0.0009017182211400628;1;1;0;0
NORTH ESPORTE CLUBE/minas_gerais;North Esporte Clube;minas_gerais;-16.7244;-43.8617;Montes Claros;0.0008958969819870442;1;1;0;0
TRINDADE/goias;Trindade;goias;-16.6517;-49.4927;Trindade;0.0008936257661115597;1;1;0;0
NACIONAL ATL. MURIAÉ/minas_gerais;Nacional Atl. Muriaé;minas_gerais;-21.13;-42.3693;Muriaé;0.0008928065655105548;1;1;0;0
CRUZEIRO/alagoas;Cruzeiro;alagoas;-9.75164;-36.6604;Arapiraca;0.0008909121411560971;0;2;2;2
GUARANY/sergipe;Guarany;sergipe;-9.91626;-37.2842;Porto da Folha;0.0008880477018278816;0;2;2;2
INDEPENDENTE/amapa;Independente;amapa;-0.0583;-51.1817;Santana;0.0008863719410593362;0;0;3;3
TAUBATÉ/sao_paulo;Taubaté;sao_paulo;-23.0104;-45.5593;Taubaté;0.000880847561186916;1;1;0;0
GURUPI/tocantins;Gurupi;tocantins;-11.7279;-49.068;Gurupi;0.0008791954522349497;0;0;3;3
PRINCESA/amazonas;Princesa;amazonas;-3.29066;-60.6216;Manacapuru;0.0008777100266332608;0;0;1;1
UNIÃO ATLÉTICO/tocantins;União Atlético;tocantins;-7.1925;-48.2078;Araguaína;0.0008758481995066434;0;0;3;3
VASCO/rio_de_janeiro;Vasco;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0008740958321899271;1;1;0;0
SÃO RAIMUNDO/amazonas;São Raimundo;amazonas;-3.11866;-60.0212;Manaus;0.0008716266339812574;0;0;1;1
FRIBURGUENSE/rio_de_janeiro;Friburguense;rio_de_janeiro;-22.2932;-42.5377;Nova Friburgo;0.0008714456824719697;1;1;0;0
VARGINHA/minas_gerais;Varginha;minas_gerais;-21.5597;-45.4389;Varginha;0.0008711092151266857;1;1;0;0
CAMPO GRANDE/rio_de_janeiro;Campo Grande;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0008690852657881077;1;1;0;0
SALGUEIRO/pernambuco;Salgueiro;pernambuco;-8.07373;-39.1247;Salgueiro;0.0008667095336529425;0;2;2;2
UNIÃO SUZANO/sao_paulo;União Suzano;sao_paulo;-23.5208;-46.1854;Mogi das Cruzes;0.0008651946125194447;1;1;0;0
INTER DE BEBEDOURO/sao_paulo;Inter De Bebedouro;sao_paulo;-20.9491;-48.4791;Bebedouro;0.00086275639189206;1;1;0;0
UBERABA/minas_gerais;Uberaba;minas_gerais;-19.7472;-47.9381;Uberaba;0.0008622924205017723;1;1;0;0
PORTUGUESA SANTISTA/sao_paulo;Portuguesa Santista;sao_paulo;-23.5329;-46.6395;São Paulo;0.0008620637169657225;1;1;0;0
SÃO GONÇALO/rio_de_janeiro;São Gonçalo;rio_de_janeiro;-22.8268;-43.0634;São Gonçalo;0.0008617842106318218;1;1;0;0
REAL SPORT CLUB/rio_grande_do_sul;Real Sport Club;rio_grande_do_sul;-29.7642;-50.0282;Capão da Canoa;0.0008605885770988162;1;1;0;4
GE BRASIL/rio_grande_do_sul;Ge Brasil;rio_grande_do_sul;-29.2227;-51.3419;Farroupilha;0.0008572478577497918;1;1;0;4
RIO GRANDE/rio_grande_do_sul;Rio Grande;rio_grande_do_sul;-32.0349;-52.1071;Rio Grande;0.0008571741940565709;1;1;0;4
ATLÉTICO GLORIENSE/sergipe;Atlético Gloriense;sergipe;-10.1172;-37.4528;Nossa Senhora da Glória;0.0008563637731729798;0;2;2;2
AMÉRICA/sergipe;América;sergipe;-10.2138;-36.8442;Propriá;0.000855626326056647;0;2;2;2
SÃO FRANCISCO/para;São Francisco;para;-2.43849;-54.6996;Santarém;0.000854227872219505;0;0;3;3
PARANOÁ/distrito_federal;Paranoá;distrito_federal;-15.7744;-47.7817;Brasília;0.0008519995078517505;1;1;0;0
GUANABARA CITY/goias;Guanabara City;goias;-16.6864;-49.2643;Goiânia;0.0008519460988143466;1;1;0;0
ITABIRITO/minas_gerais;Itabirito;minas_gerais;-20.2528;-43.8053;Itabirito;0.0008519443856980842;1;1;0;0
ZUMBI/alagoas;Zumbi;alagoas;-9.15921;-36.0223;União dos Palmares;0.0008516114241134074;0;2;2;2
AMAZÔNIA INDEPENDENTE/para;Amazônia Independente;para;-2.63609;-54.9374;Belterra;0.0008494149837162392;0;0;3;3
BANDEIRANTE/sao_paulo;Bandeirante;sao_paulo;-21.291;-50.3432;Birigui;0.0008470232415159855;1;1;0;0
NACIONAL/paraiba;Nacional;paraiba;-6.98731;-34.8284;Cabedelo;0.0008459959902614981;0;2;2;2
LINENSE/sao_paulo;Linense;sao_paulo;-21.6718;-49.7526;Lins;0.0008398796771375015;1;1;0;0
BARCELONA DE ILHÉUS/bahia;Barcelona De Ilhéus;bahia;-14.7935;-39.0331;Ilhéus;0.0008316527548176547;0;2;2;2
JEQUIÉ/bahia;Jequié;bahia;-13.8583;-40.0825;Jequié;0.0008311673567098269;0;2;2;2
SKA BRASIL/sao_paulo;Ska Brasil;sao_paulo;-23.4447;-46.9189;Santana de Parnaíba;0.0008298844570060703;1;1;0;0
SÃO CAETANO/sao_paulo;São Caetano;sao_paulo;-23.6229;-46.5548;São Caetano do Sul;0.0008291207633260831;1;1;0;0
HORIZONTE/ceara;Horizonte;ceara;-4.1025;-38.4875;Horizonte;0.000828759092517382;0;2;2;2
BARRETOS/sao_paulo;Barretos;sao_paulo;-20.5531;-48.5698;Barretos;0.0008281443620371384;1;1;0;0
BARRA DA TIJUCA/rio_de_janeiro;Barra Da Tijuca;rio_de_janeiro;-22.4165;-42.9752;Teresópolis;0.000828012645980685;1;1;0;0
TIMON/piaui;Timon;piaui;-5.09769;-42.8329;Timon;0.0008263692935870059;0;0;3;3
ATLÉTICO/ceara;Atlético;ceara;-3.71664;-38.5423;Fortaleza;0.0008259855892665911;0;2;2;2
CAETÉ/para;Caeté;para;-1.0536;-46.7656;Bragança;0.0008233844139630623;0;0;3;3
RIO DE JANEIRO/rio_de_janeiro;Rio De Janeiro;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0008214064464275973;1;1;0;0
GAÚCHO/rio_grande_do_sul;Gaúcho;rio_grande_do_sul;-28.2576;-52.4091;Passo Fundo;0.0008209277357628083;1;1;0;4
CAPITÃO POÇO/para;Capitão Poço;para;-1.7456;-47.0575;Capitão Poço;0.0008199352199915952;0;0;3;3
IAPE/maranhao;Iape;maranhao;-2.5307;-44.3068;São Luís;0.0008193086737022206;0;0;3;3
YPIRANGA/amapa;Ypiranga;amapa;0.034934;-51.0694;Macapá;0.0008187200533670204;0;0;3;3
NAVIRAIENSE/mato_grosso_do_sul;Naviraiense;mato_grosso_do_sul;-23.0618;-54.1995;Naviraí;0.0008165250595882457;1;1;0;0
FOZ DO IGUAÇU/parana;Foz Do Iguaçu;parana;-26.2273;-51.0873;União da Vitória;0.000815456696779944;1;1;0;4
COMERCIAL/sao_paulo;Comercial;sao_paulo;-21.1699;-47.8099;Ribeirão Preto;0.0008083411225108843;1;1;0;0
FLUMINENSE DE FEIRA/bahia;Fluminense De Feira;bahia;-12.2664;-38.9663;Feira de Santana;0.0008048211429747259;0;2;2;2
JUVENTUDE/maranhao;Juventude;maranhao;-4.0417;-44.4717;São Mateus do Maranhão;0.0008042347015699348;0;0;3;3
CARAPEBUS/rio_de_janeiro;Carapebus;rio_de_janeiro;-22.1821;-41.663;Carapebus;0.0008032490942478948;1;1;0;0
COIMBRA/minas_gerais;Coimbra;minas_gerais;-19.9102;-43.9266;Belo Horizonte;0.0008019944283993799;1;1;0;0
NAÇÃO/santa_catarina;Nação;santa_catarina;-26.3045;-48.8487;Joinville;0.000801922166838839;1;1;0;4
VITÓRIA DAS TABOCAS/pernambuco;Vitória Das Tabocas;pernambuco;-8.1136;-35.2956;Vitória de Santo Antão;0.0008014768894724253;0;2;2;2
MINEIROS/goias;Mineiros;goias;-17.5654;-52.5537;Mineiros;0.0008003507794221388;1;1;0;0
MADUREIRA/rio_de_janeiro;Madureira;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0007997570628567845;1;1;0;0
CORURIPE/alagoas;Coruripe;alagoas;-10.1276;-36.1717;Coruripe;0.000799393601737393;0;2;2;2
CONCÓRDIA/santa_catarina;Concórdia;santa_catarina;-27.2335;-52.026;Concórdia;0.0007975224853392453;1;1;0;4
GUARANI/minas_gerais;Guarani;minas_gerais;-20.1446;-44.8912;Divinópolis;0.0007970044541556374;1;1;0;0
UNIÃO CACOALENSE/rondonia;União Cacoalense;rondonia;-11.4343;-61.4562;Cacoal;0.0007940553786814074;0;0;1;1
ITAPIPOCA/ceara;Itapipoca;ceara;-3.49933;-39.5836;Itapipoca;0.0007929634302335917;0;2;2;2
SANTA ROSA/para;Santa Rosa;para;-1.4554;-48.4898;Belém;0.0007929227759592548;0;0;3;3
LAGUNA/rio_grande_do_norte;Laguna;rio_grande_do_norte;-6.2344;-35.0911;Tibau do Sul;0.0007881939255703717;0;2;2;2
DORENSE/sergipe;Dorense;sergipe;-10.4854;-37.1963;Nossa Senhora das Dores;0.0007865169039196778;0;2;2;2
GAS/roraima;Gas;roraima;2.8233;-60.675;Boa Vista;0.0007834267466984764;0;0;1;1
CRATO/ceara;Crato;ceara;-7.2153;-39.4103;Crato;0.0007833434843200548;0;2;2;2
MARANGUAPE/ceara;Maranguape;ceara;-3.89143;-38.6829;Maranguape;0.0007830559030606382;0;2;2;2
PICOS/piaui;Picos;piaui;-7.07721;-41.467;Picos;0.0007763037112474524;0;0;3;3
VITÓRIA DA CONQUISTA/bahia;Vitória Da Conquista;bahia;-12.9718;-38.5011;Salvador;0.0007753463403321881;0;2;2;2
SANTA HELENA/goias;Santa Helena;goias;-17.8115;-50.5977;Santa Helena de Goiás;0.0007736818356603158;1;1;0;0
COLORADO CAIEIRAS/sao_paulo;Colorado Caieiras;sao_paulo;-23.3639;-46.7411;Caieiras;0.0007724526960348518;1;1;0;0
CARLOS RENAUX/santa_catarina;Carlos Renaux;santa_catarina;-27.0977;-48.9107;Brusque;0.0007723894670025244;1;1;0;4
SERC/mato_grosso_do_sul;Serc;mato_grosso_do_sul;-18.7836;-52.6178;Chapadão do Sul;0.000771108539370151;1;1;0;0
ATLÉTICO/paraiba;Atlético;paraiba;-6.59138;-37.6185;Paulista;0.0007707307223252334;0;2;2;2
VERA CRUZ/pernambuco;Vera Cruz;pernambuco;-8.12819;-35.2976;Vitória de Santo Antão;0.0007698205424366581;0;2;2;2
NACIONAL/parana;Nacional;parana;-25.4195;-49.2646;Curitiba;0.0007683371330468301;1;1;0;4
AMÉRICA/goias;América;goias;-17.7334;-49.1059;Morrinhos;0.000767846122427608;1;1;0;0
UNIÃO DE RONDONÓPOLIS/mato_grosso;União De Rondonópolis;mato_grosso;-16.4673;-54.6372;Rondonópolis;0.000765965476613508;1;1;0;0
FAST CLUBE/amazonas;Fast Clube;amazonas;-3.119;-60.0217;Manaus;0.000765127338313791;0;0;1;1
SERRA MACAENSE/rio_de_janeiro;Serra Macaense;rio_de_janeiro;-22.3768;-41.7848;Macaé;0.0007648766438649604;1;1;0;0
GRÊMIO MAUAENSE/sao_paulo;Grêmio Mauaense;sao_paulo;-23.6677;-46.4613;Mauá;0.0007640188711359332;1;1;0;0
SÃO PAULO CRYSTAL/paraiba;São Paulo Crystal;paraiba;-7.1517;-35.0847;Cruz do Espírito Santo;0.0007587679021529965;0;2;2;2
SÃO PAULO/rio_grande_do_sul;São Paulo;rio_grande_do_sul;-32.0349;-52.1071;Rio Grande;0.000752599114048132;1;1;0;4
SANTA CATARINA/santa_catarina;Santa Catarina;santa_catarina;-27.2156;-49.643;Rio do Sul;0.0007524104674190895;1;1;0;4
ANDRAUS/parana;Andraus;parana;-25.4578;-49.5297;Campo Largo;0.0007521009447496205;1;1;0;4
DOM BOSCO/mato_grosso;Dom Bosco;mato_grosso;-15.601;-56.0974;Cuiabá;0.0007517220244777346;1;1;0;0
SERTÃOZINHO/sao_paulo;Sertãozinho;sao_paulo;-21.1316;-47.9875;Sertãozinho;0.000751103256403464;1;1;0;0
BELA VISTA/goias;Bela Vista;goias;-16.9733;-48.9525;Bela Vista de Goiás;0.000750578588745427;1;1;0;0
FREI PAULISTANO/sergipe;Frei Paulistano;sergipe;-10.5513;-37.5279;Frei Paulo;0.0007504319717845685;0;2;2;2
SANTA CRUZ/rio_grande_do_sul;Santa Cruz;rio_grande_do_sul;-29.722;-52.4343;Santa Cruz do Sul;0.0007492989182715989;1;1;0;4
UNIÃO SÃO JOÃO/sao_paulo;União São João;sao_paulo;-22.3572;-47.3842;Araras;0.0007492686643115922;1;1;0;0
TUPI/minas_gerais;Tupi;minas_gerais;-21.7595;-43.3398;Juiz de Fora;0.0007447730436025388;1;1;0;0
ATLÉTICO CEARENSE/ceara;Atlético Cearense;ceara;-3.71664;-38.5423;Fortaleza;0.0007447255070539858;0;2;2;2
PARAUAPEBAS/para;Parauapebas;para;-6.06781;-49.9037;Parauapebas;0.0007441867854349385;0;0;3;3
PARINTINS/amazonas;Parintins;amazonas;-2.6283;-56.7358;Parintins;0.0007422296084150965;0;0;1;1
AMÉRICA T.O/minas_gerais;América T.O;minas_gerais;-19.9102;-43.9266;Belo Horizonte;0.0007418530122530913;1;1;0;0
MACAÉ/rio_de_janeiro;Macaé;rio_de_janeiro;-22.3768;-41.7848;Macaé;0.0007416975250646402;1;1;0;0
ZINZA/rio_de_janeiro;Zinza;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0007415561057020883;1;1;0;0
VALERIODOCE/minas_gerais;Valeriodoce;minas_gerais;-19.6239;-43.2312;Itabira;0.0007363497748823531;1;1;0;0
JOSEENSE/sao_paulo;Joseense;sao_paulo;-23.3053;-45.9658;Jacareí;0.0007355963443542015;1;1;0;0
PARANAVAÍ/parana;Paranavaí;parana;-23.0816;-52.4617;Paranavaí;0.0007332924897322728;1;1;0;0
JUVENTUS JARAGUÁ/santa_catarina;Juventus Jaraguá;santa_catarina;-26.4851;-49.0713;Jaraguá do Sul;0.0007317663365158458;1;1;0;4
SÃO CRISTÓVÃO/rio_de_janeiro;São Cristóvão;rio_de_janeiro;-22.9129;-43.2003;Rio de Janeiro;0.0007301123520456706;1;1;0;0
OSASCO AUDAX/sao_paulo;Osasco Audax;sao_paulo;-23.5324;-46.7916;Osasco;0.0007255886786679294;1;1;0;0
RIO BRANCO/parana;Rio Branco;parana;-25.5161;-48.5225;Paranaguá;0.0007247621199163403;1;1;0;4
OPERÁRIO/mato_grosso;Operário;mato_grosso;-15.65;-56.1325;Várzea Grande;0.0007239035968124998;1;1;0;0
SÃO JOSEENSE/parana;São Joseense;parana;-25.5347;-49.2064;São José dos Pinhais;0.0007209907163998734;1;1;0;4
SERRA BRANCA/paraiba;Serra Branca;paraiba;-6.88004;-38.5577;Cajazeiras;0.0007179990234484042;0;2;2;2
IVINHEMA/mato_grosso_do_sul;Ivinhema;mato_grosso_do_sul;-22.3046;-53.8184;Ivinhema;0.0007169147102572088;1;1;0;0
PATRIOTAS/parana;Patriotas;parana;-25.4195;-49.2646;Curitiba;0.0007163542695117478;1;1;0;4
ELITE CD/rio_grande_do_sul;Elite Cd;rio_grande_do_sul;-32.0349;-52.1071;Rio Grande;0.0007155788224477136;1;1;0;4
JABAQUARA/sao_paulo;Jabaquara;sao_paulo;-23.9535;-46.335;Santos;0.0007146040748105898;1;1;0;0
TAGUATINGA/distrito_federal;Taguatinga;distrito_federal;-15.8333;-48.0569;Taguatinga;0.0007144273093788402;1;1;0;0
BATALHÃO/tocantins;Batalhão;tocantins;-10.1844;-48.3336;Palmas;0.0007091333030901856;0;0;3;3
PORTO VELHO ESPORTE CLUBE/rondonia;Porto Velho Esporte Clube;rondonia;-8.76077;-63.8999;Porto Velho;0.0007088081987797482;0;0;1;1
RIOGRANDENSE/rio_grande_do_sul;Riograndense;rio_grande_do_sul;-29.6868;-53.8149;Santa Maria;0.0007082140159686193;1;1;0;4
ABECAT OUVIDORENSE/goias;Abecat Ouvidorense;goias;-18.2367;-47.8389;Ouvidor;0.0007070350932233213;1;1;0;0
CAMPOS/rio_de_janeiro;Campos;rio_de_janeiro;-21.7622;-41.3181;Campos dos Goytacazes;0.000705952040101141;1;1;0;0
ASEEV/goias;Aseev;goias;-16.8317;-49.5317;Guapó;0.0007048307530280674;1;1;0;0
TUNTUM/maranhao;Tuntum;maranhao;-5.25476;-44.6444;Tuntum;0.0007007461342236406;0;0;3;3
LUZIÂNIA/goias;Luziânia;goias;-16.253;-47.95;Luziânia;0.0006982895553640873;1;1;0;0
ESTRELA DO NORTE/espirito_santo;Estrela Do Norte;espirito_santo;-20.8462;-41.1198;Cachoeiro de Itapemirim;0.0006982758509332411;1;1;0;0
ARAGUAÍNA/tocantins;Araguaína;tocantins;-7.19238;-48.2044;Araguaína;0.0006950185897955071;0;0;3;3
IZABELENSE/para;Izabelense;para;-1.29686;-48.1606;Santa Izabel do Pará;0.0006929357807530163;0;0;3;3
TOCANTINS MIRACEMA/tocantins;Tocantins Miracema;tocantins;-9.56556;-48.393;Miracema do Tocantins;0.0006920189394519588;0;0;3;3
SAMAMBAIA/distrito_federal;Samambaia;distrito_federal;-15.8778;-48.0833;Brasília;0.0006919840547225608;1;1;0;0
JATAIENSE/goias;Jataiense;goias;-17.8784;-51.7204;Jataí;0.0006915552414456811;1;1;0;0
PINHEIRENSE/para;Pinheirense;para;-1.4554;-48.4898;Belém;0.0006885553998870194;0;0;3;3
ORATÓRIO/amapa;Oratório;amapa;-0.0383;-51.0632;Macapá;0.0006885373181046208;0;0;3;3
MATONENSE/sao_paulo;Matonense;sao_paulo;-21.6025;-48.364;Matão;0.0006880999779583915;1;1;0;0
ÍBIS/pernambuco;Íbis;pernambuco;-7.9408;-34.8722;Paulista;0.0006877597020244516;0;2;2;2
PORTO/pernambuco;Porto;pernambuco;-8.28455;-35.9699;Caruaru;0.0006864771772613304;0;2;2;2
ATLÉTICO/acre;Atlético;acre;-9.974;-67.8076;Rio Branco;0.0006845834508379647;0;0;1;1
RIO PRETO/sao_paulo;Rio Preto;sao_paulo;-20.8113;-49.3758;São José do Rio Preto;0.000681547310147902;1;1;0;0
INTER DE LAGES/santa_catarina;Inter De Lages;santa_catarina;-27.815;-50.3259;Lages;0.0006813342142250903;1;1;0;4
TANABI/sao_paulo;Tanabi;sao_paulo;-20.6228;-49.6563;Tanabi;0.0006801985923022183;1;1;0;0
CA PATROCINENSE/minas_gerais;Ca Patrocinense;minas_gerais;-18.9379;-46.9934;Patrocínio;0.0006769557352933612;1;1;0;0
BÚZIOS/rio_de_janeiro;Búzios;rio_de_janeiro;-22.7481;-41.8817;Armação dos Búzios;0.0006741407177073557;1;1;0;0
COLO COLO/bahia;Colo Colo;bahia;-14.793;-39.046;Ilhéus;0.0006732533712082727;0;2;2;2
PELOTAS/rio_grande_do_sul;Pelotas;rio_grande_do_sul;-31.7653;-52.3375;Pelotas;0.0006718159442372024;1;1;0;4
INDEPENDENTE TUCURUÍ/para;Independente Tucuruí;para;-3.7664;-49.6725;Tucuruí;0.0006713244650897226;0;0;3;3
