clube_id;clube;lat;lon;score;cluster
JACIOBÁ/alagoas;Jaciobá;-9.7497;-37.4375;0.0003388042920560517;1
CAMPO GRANDE/ceara;Campo Grande;-7.2372;-39.4121;0.00033770193078509037;1
IRANDUBA/amazonas;Iranduba;-3.2847;-60.1858;0.0003368042622578492;2
TARUMÃ/amazonas;Tarumã;-3.11866;-60.0212;0.0003367653979646592;2
VILHENA/rondonia;Vilhena;-12.7502;-60.1488;0.00033588646886042453;2
RIO NEGRO/roraima;Rio Negro;2.82384;-60.6753;0.0003356957348428668;2
CABENSE/pernambuco;Cabense;-8.28218;-35.0253;0.0003346045316922527;1
UNIVAP APODI/rio_grande_do_norte;Univap Apodi;-5.6606;-37.7972;0.00033361560551745833;1
RIO BRANCO - VN/espirito_santo;Rio Branco - Vn;-20.3344;-41.1342;0.000333375684239162;0
RENOVAÇÃO/amapa;Renovação;-0.0383;-51.0632;0.00033272353217255704;2
SANTACRUZENSE/sao_paulo;Santacruzense;-22.8988;-49.6354;0.00032856477818334127;0
ASTER BRASIL/espirito_santo;Aster Brasil;-20.3155;-40.3128;0.0003285446276404591;0
RIACHÃO/sergipe;Riachão;-11.0729;-37.731;0.0003276621821741042;1
SÃO JOSÉ/tocantins;São José;-10.1844;-48.3336;0.0003270324665236468;2
CORITIBA/sergipe;Coritiba;-10.6853;-37.4253;0.0003251146903862091;1
INTER SM/rio_grande_do_sul;Inter Sm;-29.6842;-53.8069;0.0003237619614874706;0
AGRIMAQ JEQUIAENSE/alagoas;Agrimaq Jequiaense;-10.0039;-36.021;0.00032359782223057856;1
TIRADENTES/para;Tiradentes;-1.4554;-48.4898;0.0003217328021010293;2
VÊNUS/para;Vênus;-1.72183;-48.8788;0.00032011885435104926;2
ATLÉTICO PIAUIENSE/piaui;Atlético Piauiense;-5.09194;-42.8034;0.00031854835341057954;1
ARACAJU/sergipe;Aracaju;-10.9091;-37.0677;0.0003175767942829627;1
ASSU/rio_grande_do_norte;Assu;-5.5772;-36.9114;0.00031610701348393195;1
ESPORTE LIMOEIRO/ceara;Esporte Limoeiro;-5.14392;-38.0847;0.00031595763795384937;1
FORTE/espirito_santo;Forte;-19.2631;-40.3325;0.0003155270281744229;0
CRUZEIRO/distrito_federal;Cruzeiro;-15.7934;-47.9406;0.0003154988954161377;0
SANTA CRUZ/mato_grosso;Santa Cruz;-15.0702;-57.1878;0.00031384540983304076;2
CRUZEIRO/amapa;Cruzeiro;-0.0383;-51.0632;0.0003126638566557522;2
BACABAL/maranhao;Bacabal;-4.22447;-44.7832;0.0003110154220028499;1
12 HORAS/rio_grande_do_sul;12 Horas;-30.0331;-51.23;0.00031077369612881505;0
CASTELO/espirito_santo;Castelo;-20.6033;-41.2031;0.0003106572307001483;0
ALVORADA/tocantins;Alvorada;-12.4785;-49.1249;0.00031053388862577734;2
TORRES BRASIL/pernambuco;Torres Brasil;-8.0578;-34.8778;0.0003092028730686983;1
MANCHESTER FUTEBOL/minas_gerais;Manchester Futebol;-21.7642;-43.3503;0.0003084386352379594;0
JC FUTEBOL CLUBE/amazonas;Jc Futebol Clube;-3.1417;-58.4444;0.00030669613501968463;2
NÁUAS/acre;Náuas;-7.6649;-72.6504;0.00030612749019466855;2
BARCELONA ESPORTIVO/sao_paulo;Barcelona Esportivo;-23.5505;-46.6333;0.0003061218450464222;0
CASIMIRO DE ABREU/rio_de_janeiro;Casimiro De Abreu;-22.4812;-42.2066;0.0003033021431373212;0
ANDIRÁ/acre;Andirá;-9.974;-67.8076;0.00029973833452866396;2
SUL AMÉRICA/amazonas;Sul América;-3.11866;-60.0212;0.00029814958874311594;2
RONDONIENSE/rondonia;Rondoniense;-8.76077;-63.8999;0.00029683983466963725;2
HOPE INTERNACIONAL/parana;Hope Internacional;-25.4195;-49.2646;0.00029366044003743775;0
INTERNACIONAL B/rio_grande_do_sul;Internacional B;-30.0318;-51.2065;0.0002935995598766459;0
PORTO/santa_catarina;Porto;-26.2451;-51.0759;0.0002931055043869531;0
SÃOJOSEENSE/parana;Sãojoseense;-25.5347;-49.2064;0.0002929586171752567;0
BRAZLÂNDIA/distrito_federal;Brazlândia;-15.6667;-48.1961;0.0002919389944098298;0
GEL/espirito_santo;Gel;-20.1286;-40.3078;0.00029172914376445337;0
PIRES DO RIO/goias;Pires Do Rio;-17.3019;-48.2768;0.00028993037940649893;0
MESQUITA/rio_de_janeiro;Mesquita;-22.8028;-43.4601;0.00028930291488515333;0
CDC DA AMAZÔNIA/amazonas;Cdc Da Amazônia;-2.6214;-60.9431;0.00028726163245943457;2
INDEPENDENTE/rio_de_janeiro;Independente;-22.3708;-41.7869;0.00028706969239343353;0
CHAPADA/mato_grosso;Chapada;-15.4608;-55.7497;0.00028564208901510975;0
CAMPO NOVO/mato_grosso;Campo Novo;-13.6744;-57.8869;0.0002849562273073386;2
RIACHUELO/rio_grande_do_norte;Riachuelo;-5.82156;-35.8215;0.0002848078575131168;1
SER CRUZ ALTA/rio_grande_do_sul;Ser Cruz Alta;-28.645;-53.6048;0.00028439655781192796;0
TIANGUÁ/ceara;Tianguá;-3.72965;-40.9923;0.0002842356831623006;1
RIACHO CITY/distrito_federal;Riacho City;-15.8821;-48.0163;0.0002826641873363954;0
QUEIMADOS/rio_de_janeiro;Queimados;-22.7153;-43.5558;0.00028206813122494097;0
ANDRADINA/sao_paulo;Andradina;-20.8948;-51.3786;0.0002806636624925572;0
FEMAR/paraiba;Femar;-6.9533;-35.5414;0.0002799758486131324;1
SERRANO/paraiba;Serrano;-7.22196;-35.8731;0.0002791392120026281;1
URUMAJÓ/para;Urumajó;-1.0217;-46.6347;0.0002783152041508022;2
CENTRAL PARAÍSO/tocantins;Central Paraíso;-10.1753;-48.8839;0.00027749627509424417;2
FEIRENSE/bahia;Feirense;-12.9614;-39.2584;0.00027661795683738493;1
JARAGUÁ/santa_catarina;Jaraguá;-26.4851;-49.0713;0.00027469173616662124;0
PONTAPORANENSE/mato_grosso_do_sul;Pontaporanense;-22.5361;-55.7256;0.0002735039051411009;0
ATIBAIA/sao_paulo;Atibaia;-23.1171;-46.5563;0.0002731901415063759;0
BRASIL DE FARROUPILHA/rio_grande_do_sul;Brasil De Farroupilha;-29.2227;-51.3419;0.00027157820883136417;0
UNIÃO ATLÉTICA ARAGUAINENSE/tocantins;União Atlética Araguainense;-7.1908;-48.2078;0.0002704332512298818;2
LAGO VERDE/maranhao;Lago Verde;-3.9572;-44.8317;0.00027032146712315826;1
ARAGUAIA DE PALMAS/tocantins;Araguaia De Palmas;-10.1844;-48.3336;0.00026983450946451375;2
ROYAL/goias;Royal;-16.2524;-47.9504;0.00026867487269373395;0
LAGOA/amapa;Lagoa;0.034934;-51.0694;0.0002674966478982039;2
INDEPENDENTE/para;Independente;-2.63609;-54.9374;0.00026718195915222766;2
CANAÃ/bahia;Canaã;-11.3039;-41.8569;0.00026652214453281843;1
PATROCINENSE/minas_gerais;Patrocinense;-18.9379;-46.9934;0.00026535279040092863;0
JUVENTUS DE MINAS NOVAS/minas_gerais;Juventus De Minas Novas;-17.2156;-42.5884;0.00026499839715158957;0
MARAU/rio_grande_do_sul;Marau;-28.4492;-52.2;0.0002642882808784508;0
TERRA E MAR/ceara;Terra E Mar;-3.71664;-38.5423;0.0002628592939248949;1
ITAREMA/ceara;Itarema;-2.9231;-39.9161;0.0002617625111440845;1
RIVER/roraima;River;2.82384;-60.6753;0.0002616467254693244;2
RB DO NORTE/amazonas;Rb Do Norte;-3.119;-60.0217;0.0002612912436056936;2
JUARA/mato_grosso;Juara;-11.4194;-57.5186;0.0002610465483239367;2
MOGI MIRIM/sao_paulo;Mogi Mirim;-22.4332;-46.9532;0.0002600842815164877;0
PEDRA BRANCA/santa_catarina;Pedra Branca;-27.6419;-48.6667;0.00025972595152534304;0
TUPY/espirito_santo;Tupy;-20.3417;-40.2875;0.00025896293883146527;0
LATITUDE ZERO/amapa;Latitude Zero;-0.0383;-51.0632;0.0002589289899175114;2
ATLÉTICO AMAZONENSE/amazonas;Atlético Amazonense;-3.11866;-60.0212;0.00025887012310478534;2
ATLÉTICO CERRADO/tocantins;Atlético Cerrado;-10.1753;-48.8839;0.0002584105065219508;2
SABUGY/paraiba;Sabugy;-9.8475;-36.9189;0.0002575192226195355;1
LEÔNICO/bahia;Leônico;-12.9718;-38.5011;0.0002574060428942647;1
FLAMENGO DE GUANAMBI/bahia;Flamengo De Guanambi;-14.2256;-42.7811;0.000256906959110271;1
CORITIBA B/parana;Coritiba B;-25.4195;-49.2646;0.0002567119900908157;0
PASSOS/minas_gerais;Passos;-20.7193;-46.609;0.00025651557952010185;0
ROLIM DE MOURA/rondonia;Rolim De Moura;-11.7271;-61.7714;0.00025526121237503467;2
SÃO GABRIEL/mato_grosso_do_sul;São Gabriel;-19.395;-54.5658;0.0002544526507277188;0
CAIÇARA/piaui;Caiçara;-4.8217;-42.1641;0.0002542209655773607;1
SAMPAIO/roraima;Sampaio;2.82384;-60.6753;0.0002534317653476114;2
NAVEGANTES/santa_catarina;Navegantes;-26.8943;-48.6546;0.0002514522565764142;0
NOVA PRATA/rio_grande_do_sul;Nova Prata;-28.7799;-51.6113;0.00025004739722863983;0
INDEPENDENTE DE RIO VERDE/goias;Independente De Rio Verde;-17.7923;-50.9192;0.0002483571443593595;0
ATLÉTICO MOGI/sao_paulo;Atlético Mogi;-23.5233;-46.1883;0.0002483259320464906;0
BOTAFOGO/sergipe;Botafogo;-11.4668;-37.7585;0.00024813946513211916;1
FORTALEZA B/ceara;Fortaleza B;-3.71664;-38.5423;0.0002476933571520785;1
ATLÉTICO DE CAJAZEIRAS/paraiba;Atlético De Cajazeiras;-6.88004;-38.5577;0.00024730132220004964;1
MIRAMAR/paraiba;Miramar;-6.98731;-34.8284;0.00024704499754698504;1
CAP DE UBERLÂNDIA/minas_gerais;Cap De Uberlândia;-18.9141;-48.2749;0.0002469415891344414;0
ATLÉTICO BATISTENSE/santa_catarina;Atlético Batistense;-27.2764;-48.8497;0.00024603123209944965;0
TRÊS PASSOS/rio_grande_do_sul;Três Passos;-27.4555;-53.9296;0.0002455355768369733;0
PESQUEIRA/pernambuco;Pesqueira;-8.35797;-36.6978;0.0002453358766105458;1
SABIÁ/maranhao;Sabiá;-4.86505;-43.3617;0.0002451838941711847;1
CANÁRIO/amapa;Canário;-0.0389;-51.0664;0.00024427219555304914;2
BARE/amapa;Bare;-0.0383;-51.0632;0.0002405215252181205;2
BELENENSE/para;Belenense;-1.2947;-48.4558;0.00023989971845869023;2
BRASILIS/sao_paulo;Brasilis;-22.4733;-46.6314;0.00023795735629669686;0
UNIÃO DE PALMAS/tocantins;União De Palmas;-10.1844;-48.3336;0.00023601636552243868;2
CHAPECOENSE B/santa_catarina;Chapecoense B;-27.103888888;-52.606666666;0.0002358879542997936;0
AMERICANO/maranhao;Americano;-4.22447;-44.7832;0.00023522449926071976;1
PRS/rio_grande_do_sul;Prs;-30.0331;-51.23;0.00023521224482922387;0
G.A.S/roraima;G.A.S;1.8153;-61.1272;0.00023515130033297907;2
BETIS/minas_gerais;Betis;-20.5263;-43.6962;0.00023510277101501716;0
YPIRANGA/bahia;Ypiranga;-12.9718;-38.5011;0.00023459928186405287;1
TESLA/para;Tesla;-1.4558;-48.4902;0.00023404107801643505;2
ADEC/amapa;Adec;2.49804;-50.9496;0.000233136703016484;2
MARAJÓ/para;Marajó;-1.6821;-50.4802;0.00023248692451784337;2
DUQUE CAXIENSE/rio_de_janeiro;Duque Caxiense;-22.7856;-43.3117;0.0002320921818892594;0
ALIANÇA/ceara;Aliança;-3.9842;-38.6203;0.00023208955149879723;1
PIMENTENSE/rondonia;Pimentense;-11.672;-61.198;0.00023129698810460695;2
SETE/amazonas;Sete;-3.119;-60.0217;0.00023064185468402634;2
POTENGI/rio_grande_do_norte;Potengi;-5.7945;-35.2119;0.00023001253461418103;1
PARAÍSO/tocantins;Paraíso;-10.1753;-48.8839;0.00022886197052243338;2
UNIÃO FREDERIQUENSE/rio_grande_do_sul;União Frederiquense;-27.3586;-53.3958;0.00022855153037046373;0
PARAÍBA DO SUL/rio_de_janeiro;Paraíba Do Sul;-22.1585;-43.304;0.0002276601597705867;0
CRB B/alagoas;Crb B;-9.6658;-35.735;0.00022551677284068559;1
OSASCO/sao_paulo;Osasco;-23.5324;-46.7916;0.00022521052028630454;0
TRÊS LAGOAS/mato_grosso_do_sul;Três Lagoas;-20.7849;-51.7007;0.00022491917261996207;0
FIGUEIRENSE/minas_gerais;Figueirense;-21.1353;-44.2614;0.00022441276375478756;0
ATLÉTICO BACABAL/maranhao;Atlético Bacabal;-4.22447;-44.7832;0.00022438871827766554;1
TERESINA/piaui;Teresina;-5.0892;-42.8019;0.00022382347485939915;1
BOTAFOGO/goias;Botafogo;-16.7686;-47.6136;0.00022310017772838523;0
7 DE SETEMBRO/mato_grosso_do_sul;7 De Setembro;-22.2231;-54.812;0.00022279268892466073;0
CALOUROS DO AR/ceara;Calouros Do Ar;-3.71664;-38.5423;0.00022273639002344658;1
ATLÉTICO/rio_grande_do_sul;Atlético;-29.9413;-50.9869;0.00022272287241437155;0
RONDONÓPOLIS/mato_grosso;Rondonópolis;-16.4673;-54.6372;0.00022234443271196237;0
CEARÁ B/ceara;Ceará B;-3.71664;-38.5423;0.00022222262385736255;1
BRÉSCIA/rio_de_janeiro;Bréscia;-22.6632;-43.0315;0.00022195002035034242;0
FERROVIÁRIO/piaui;Ferroviário;-2.9031;-41.7761;0.00022032738493204325;1
OESTE BRASIL/parana;Oeste Brasil;-24.7119;-53.7431;0.00021952779337499018;0
GRÊMIO OSASCO/sao_paulo;Grêmio Osasco;-23.5324;-46.7916;0.00021783559345756102;0
CLUBE 1992/rio_grande_do_sul;Clube 1992;-28.2839;-52.7844;0.00021661242934087295;0
ITACOATIARA/amazonas;Itacoatiara;-3.1417;-58.4444;0.00021580866146090675;2
RIO BRANCO SPORT CLUB/parana;Rio Branco Sport Club;-25.5161;-48.5225;0.00021392194276926123;0
UNIÃO INHUMAS/goias;União Inhumas;-16.3611;-49.5001;0.0002136949896243057;0
VOTUPORANGUENSE/sao_paulo;Votuporanguense;-20.4222;-49.9725;0.00021150588493992366;0
CITY LONDON/parana;City London;-23.3103;-51.1628;0.00021079239994665642;0
UNIÃO HARMONIA/rio_grande_do_sul;União Harmonia;-29.9189;-51.1767;0.00021069130855388388;0
COMERCIAL DE TRÊS LAGOAS/mato_grosso_do_sul;Comercial De Três Lagoas;-20.7849;-51.7007;0.0002104710753000813;0
TUBARÃO/santa_catarina;Tubarão;-28.4713;-49.0144;0.0002104152500159699;0
ELOSPORT CAPÃO BONITO/sao_paulo;Elosport Capão Bonito;-24.004;-48.3393;0.00020992519156708454;0
CSA B/alagoas;Csa B;-9.6658;-35.735;0.0002086757782137386;1
LIBRADE/amazonas;Librade;-3.119;-60.0217;0.00020864625335339186;2
GUAJARÁ/rondonia;Guajará;-10.7889;-65.3296;0.0002077686104061956;2
SANTA CRUZ/acre;Santa Cruz;-9.974;-67.8076;0.0002075200575104964;2
CANOINHAS/santa_catarina;Canoinhas;-26.1772;-50.39;0.00020735942040671216;0
ÁGUIA DE CUMARU/pernambuco;Águia De Cumaru;-8.0069;-35.7003;0.00020716100477581291;1
BELA VISTA/rio_de_janeiro;Bela Vista;-22.8269;-43.0539;0.00020636494235061703;0
CRICIÚMA B/santa_catarina;Criciúma B;-28.6723;-49.3729;0.00020613326573949855;0
BARREIROS/pernambuco;Barreiros;-8.8153;-35.1878;0.0002024195156244759;1
ATLÉTICO/mato_grosso;Atlético;-17.3153;-53.2181;0.00020154162352238136;0
CANAÃ/distrito_federal;Canaã;-15.7795;-47.9297;0.00020073748064590205;0
TIMBAÚBA/pernambuco;Timbaúba;-7.50484;-35.3119;0.00020053731203714963;1
ATHLETICO PARANAENSE B/parana;Athletico Paranaense B;-25.4195;-49.2646;0.00020038049999937982;0
CUIABÁ B/mato_grosso;Cuiabá B;-15.601;-56.0974;0.00020012843682274908;0
GRECAL/parana;Grecal;-25.4195;-49.2646;0.00019942099714747918;0
ARSENAL/tocantins;Arsenal;-6.32447;-47.4224;0.00019853240854130158;2
CAMAÇARIENSE/bahia;Camaçariense;-12.6996;-38.3263;0.00019824941737626707;1
MORENINHAS/mato_grosso_do_sul;Moreninhas;-20.4697;-54.6201;0.0001962697813812454;0
TAVEIRÓPOLIS/mato_grosso_do_sul;Taveirópolis;-20.4697;-54.6201;0.00019578016843508145;0
SPORTING MARACANÃ/para;Sporting Maracanã;-1.0217;-46.6347;0.0001953678458181213;2
VILA REAL/ceara;Vila Real;-3.7172;-38.5433;0.00019503086986244922;1
TAQUARUSSÚ/tocantins;Taquarussú;-10.1844;-48.3336;0.00019336701567223693;2
SANTA FÉ/pernambuco;Santa Fé;-7.8342;-34.9061;0.00019207942682801074;1
DÍNAMO/alagoas;Dínamo;-9.6658;-35.735;0.00019050334138308306;1
ARAGUARI/minas_gerais;Araguari;-18.6456;-48.1934;0.00018948714873441512;0
EXPRESSINHO/maranhao;Expressinho;-2.53874;-44.2825;0.00018896196820308755;1
ANJOS DO CÉU/ceara;Anjos Do Céu;-3.7172;-38.5433;0.00018878488886830904;1
SÃO GABRIEL/rio_grande_do_sul;São Gabriel;-30.3337;-54.3217;0.00018827809342111728;0
COTINGUIBA/sergipe;Cotinguiba;-10.9091;-37.0677;0.00018778058435583918;1
PIRAPORA/minas_gerais;Pirapora;-17.3392;-44.934;0.0001874788251430152;0
NOVA ANDRADINA/mato_grosso_do_sul;Nova Andradina;-22.238;-53.3437;0.00018640288617089834;0
SÃO JOSÉ DE ITAPERUNA/rio_de_janeiro;São José De Itaperuna;-21.1997;-41.8799;0.00018562839683279895;0
SOCIAL/minas_gerais;Social;-19.5179;-42.6276;0.00018112469037317075;0
ATHLETIC CLUB/minas_gerais;Athletic Club;-21.1356;-44.2611;0.00018005732214838687;0
INTERNACIONAL/paraiba;Internacional;-7.4289;-34.8967;0.00017976298722108272;1
INTER SÃO GOTARDO/minas_gerais;Inter São Gotardo;-19.3117;-46.0492;0.00017969933172278587;0
BRASILEIRINHO/rio_de_janeiro;Brasileirinho;-22.9129;-43.2003;0.00017842816519923998;0
GÁLATAS/espirito_santo;Gálatas;-19.8033;-40.855;0.00017810388370039228;0
MISTO/mato_grosso_do_sul;Misto;-20.7849;-51.7007;0.00017677129751138344;0
PROGRESSO/roraima;Progresso;2.43998;-60.9096;0.00017636121646350333;2
ALTAMIRA/para;Altamira;-3.20407;-52.21;0.0001760062200668822;2
BALSAS/maranhao;Balsas;-7.53214;-46.0372;0.00017492056144018266;1
CANDANGO/distrito_federal;Candango;-15.7795;-47.9297;0.00017427844859543493;0
MIRANORTE/tocantins;Miranorte;-9.52907;-48.5922;0.00017287443971676235;2
ARSENAL CARIDADE/ceara;Arsenal Caridade;-4.22514;-39.1912;0.00017248112429450038;1
CEART/mato_grosso_do_sul;Ceart;-22.2239;-54.8064;0.00017237763894989072;0
SÃO DOMINGOS/alagoas;São Domingos;-9.711;-35.8953;0.00017157766974314884;1
SERRANO/pernambuco;Serrano;-7.98178;-38.289;0.00017122120430642613;1
PORTELA/bahia;Portela;-17.5348;-39.7424;0.0001708300625375574;0
AVAÍ B/santa_catarina;Avaí B;-27.5945;-48.5477;0.000170696852568553;0
UIRAPURU/mato_grosso;Uirapuru;-15.601;-56.0974;0.00017064829412941982;0
CHÃ GRANDE/pernambuco;Chã Grande;-8.23827;-35.4571;0.00016951020122575597;1
LAJEADENSE/rio_grande_do_sul;Lajeadense;-29.4675;-51.9614;0.00016685391444606253;0
COLINAS/tocantins;Colinas;-8.05764;-48.4757;0.0001612903225806452;2
MUTUM/mato_grosso;Mutum;-13.8344;-56.0728;0.0001612903225806452;2
ORLEANS/santa_catarina;Orleans;-28.3487;-49.2986;0.0001612903225806452;0
ARAIOSES/maranhao;Araioses;-2.8942;-41.9058;0.0001612903225806452;1
MONTE CRISTO/goias;Monte Cristo;-16.6864;-49.2643;0.0001612903225806452;0
BOLAMENSE/distrito_federal;Bolamense;-15.9083;-48.0667;0.0001612903225806452;0
GRÊMIO CARAJÁS/para;Grêmio Carajás;-1.4558;-48.4902;0.0001612903225806452;2
PAULISTANO/mato_grosso;Paulistano;-14.4539;-56.8028;0.0001612903225806452;2
TEIXEIRA DE FREITAS/bahia;Teixeira De Freitas;-17.5399;-39.74;0.0001612903225806452;0
CAMAÇARI/bahia;Camaçari;-12.6996;-38.3263;0.0001612903225806452;1
